row_id,final_decision,_source,screening_tier,signal_count,trigger_reason,veto_any,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,MD_d2,LS_run,DKNA_count,ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
30894,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.0,,3,3,30894,15 Mar 19,15 Mar 19,13,Alejandro,Administered by male interviewer,CATI,19.0,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",BALEARES,Balears (Illes),7062,Son Servera,Municipalities >=10K pop.,"10,000-19,999 pop.",7559,Not at all,Less (almost never),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),0 Completely dissatisfied,Not at all,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 5, 6",TV,Radio,Newspapers,,Little,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,TODAS EN GENERAL,ALL,,,,Quite capable,Neither agree nor disagree,Neither agree nor disagree,DK,DK,Strongly disagree,No, ,,,,,No,No,,No,No,"Yes, in one",MANIFESTACIONES POR LA EDUCACION PUBLICA Y EN EL TEMA DEL LENGUAJE COOFICIAL EN BALEARES,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,8,No,Extreme left,Yes,,DK,Will abstain,3-4 days a week,Yes,No,No,Woman,40.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.9047619047617536,0.8947368420996474,0.9266666666664668
30908,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,9.0,1.1184076202728268,4,2,30908,15 Mar 19,15 Mar 19,16,Eva,Administered by female interviewer,CATI,19.0,March 8th or after,"Noreste (País Vasco, Navarra, Aragón)",ARAGON,Zaragoza,50297,Zaragoza,Municipalities >=10K pop.,">100,000 pop.",50013,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 6",TV,Newspapers,,,Little,Little,Very often,Very often,No,No,Quite necessary,Rather positive,Solidarity,Descendent categories,IGUALDAD DE DERECHOS,Equal rights,,,,Quite capable,Agree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,8,No,2,Yes,Unidos Podemos,DK,DK,Never,,,,Man,57.0,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,Greater participation by me,Woman,3,Yes,No,Yes,No,Only daughter/s,"Yes, by SMS",0.8999999999998497,1.005952380946121,0.9973614775723444
30920,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.5,2.2452865871070693,5,2,30920,16 Mar 19,16 Mar 19,18,Luna,Administered by female interviewer,CATI,20.0,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Lleida,25016,Alguaire,Municipalities <10K pop.,<5k pop.,25125,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),9,Quite,Voting in elections,Very capable,"Yes, quite a lot",No interest,"1, 5, 6",TV,Radio,Newspapers,,Little,Very often,Quite,Very often,No,No,Very necessary,Rather positive,Pride,Descendent categories,"IGUALDAD SALARIAL, IGUALDAD EN TODOS LOS ASPECTOS",Equal pay,Equality in general,,,Very capable,Disagree,Agree,Agree,Strongly agree,Agree,Would have liked to,88,DK,,,,No,Yes,,No,Yes,No, ,,,,,Yes,2,No,5,Did not want to vote,Abstained,DK,DK,Less frequently,Yes,No,No,Woman,72.0,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",1.312499999999781,1.457142857133711,1.382978723405372
30955,invalid,queue,MEDIUM,1,DUR_short,0,1,1,0,0,0,0,7.5,1.5165227820285978,4,1,30955,15 Mar 19,15 Mar 19,12,Alejandro,Administered by male interviewer,CATI,19.0,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Coruña (A),15001,Abegondo,Municipalities <10K pop.,"5,000-9,999 pop.",15318,Very,Everyday or almost everyday (5-7),Never,Never,Never,Never,0 Completely dissatisfied,Very,None are useful,Very capable,"Yes, quite a lot",Quite,"1, 2",TV,Social networks,,,Quite,Very often,Very often,Very often,No,No,Not very necessary,Rather positive,Solidarity,Descendent categories,88,DK,,,,,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Would have liked to,"1, 8",IWD demonstration,Participation in the organisation of IWD,,,No,Yes,,No,No,No, ,,,,,No,,,DK,Yes,,,,Never,,,,Woman,44.0,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Man,3,Yes,No,Yes,No,Only son/s,"Yes, call him/her",0.9047619047617536,0.8947368420996474,0.9266666666664668
30959,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,8.3,10.38494234456516,2,0,30959,08 Mar 19,08 Mar 19,14,Autoadministrado CAWI,Self-administered,CAWI,12.0,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8113,Manresa,Municipalities >=10K pop.,"20,000-99,999 pop.",8242,Quite,3 or 4 days (quite a lot),1 or 2 days/weekends,Never,3 or 4 days (quite a lot),Less (almost never),3,Quite,Take to the strees to demonstrate,Quite,"Yes, quite a lot",Hardly,"TELECINCO, TV3",TV,,,,Quite,Quite,Not at all,Very often,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,99,,,,,Not very capable,Agree,Disagree,Strongly agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Was not old enough to vote,Not in electoral census,PDeCAT,,Never,,,,Man,18.0,9,Student,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,1,No,No,No,No,,No,0.8461538461537048,1.000000000023978,0.9722222222220128
30960,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.3,5.89327890060983,4,0,30960,16 Mar 19,16 Mar 19,12,Raúl,Administered by male interviewer,CATI,20.0,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8096,Granollers,Municipalities >=10K pop.,"20,000-99,999 pop.",8400,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Never,Never,Everyday or almost everyday (5-7),3,Very,Take to the strees to demonstrate,Very capable,"Yes, very much",No interest,"1, 6",TV,Newspapers,,,Quite,Very often,Very often,Very often,No,No,Very necessary,Rather positive,Indignation,Descendent categories,88,DK,,,,,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,No, ,,,,,No,Yes,,Yes,Yes,No, ,,,,,No,,,5,Yes,Blank/Null,Blank/Null,Will abstain,Never,,,,Woman,44.0,8,Unemployed,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,4,Yes,No,No,Yes,,No,0.8636363636362194,0.8947368420996474,0.9266666666664668
31021,valid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,10.2,1.3137918149468457,8,0,31021,07 Mar 19,07 Mar 19,23,Autoadministrado CAWI,Self-administered,CAWI,11.0,Before March 8th,"Noreste (País Vasco, Navarra, Aragón)",PAIS VASCO,Guipuzcoa,20071,Tolosa,Municipalities >=10K pop.,"10,000-19,999 pop.",20400,Very,1 or 2 days/weekends,Less (almost never),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,1,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,"TV, RADIO, INTERNET",TV,Radio,Undefined internet,,Little,Little,Very often,Quite,Yes,,Quite necessary,Rather positive,Solidarity,Ascedent categories,"IGUALDAD, LABORAL",Equality in general,Labour equality,,,Quite capable,Disagree,Agree,Agree,Agree,Agree,Yes,"MANIFESTACIONES, HUELGA, COMIDA",IWD demonstration,Work strike,Celebrar el día,,No,No,,Yes,Yes,No, ,,,,,Yes,3,No,4,"No, because he/she couldn't",Abstained,Blank/Null,Will abstain,Never,,,,Woman,51.0,INCAPACIDAD,Other situation,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, by SMS",0.8636363636362192,0.9543568464670732,0.9266666666664668
31027,valid,queue,MEDIUM,1,DUR_short,0,1,1,0,0,0,0,8.1,1.1184076202728268,4,2,31027,15 Mar 19,15 Mar 19,13,Alejandro,Administered by male interviewer,CATI,19.0,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41041,Estepa,Municipalities >=10K pop.,"10,000-19,999 pop.",41560,Very,Never,Never,Never,Never,Less (almost never),5,Quite,Voting in elections,Quite,"Yes, a little",Quite,"1, 2",TV,Social networks,,,Quite,Very often,Very often,Quite,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,VIOLENCIA DE GENERO,Gender-based violence,,,,Very capable,Agree,Agree,Agree,Agree,Agree,Would have liked to,1,IWD demonstration,,,,No,No,,No,No,No, ,,,,,Yes,6,No,5,DK,DK,Blank/Null,PSOE,Never,,,,Woman,27.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.9166666666665136,0.9224137931758812,0.9756097560973508
31033,valid,queue,MEDIUM,1,DUR_short,0,1,1,0,0,0,0,7.7,7.886033641675763,4,1,31033,16 Mar 19,16 Mar 19,12,Raúl,Administered by male interviewer,CATI,20.0,March 8th or after,"Noreste (País Vasco, Navarra, Aragón)",NAVARRA,Navarra,31097,Estella-Lizarra,Municipalities >=10K pop.,"10,000-19,999 pop.",31200,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),6,Quite,Voting in elections,Little,"Yes, quite a lot",Hardly,"1, 5, 6",TV,Radio,Newspapers,,Not at all,Quite,Not at all,Not at all,No,No,Quite necessary,No feelings,,,IGUALDAD LABORAL Y DE SALARIO,Labour equality,Equal pay,,,Quite capable,Disagree,Agree,Disagree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,4,No,4,Yes,PSOE,PSOE,,1-2 days a week/weekends,DK,Yes,Yes,Man,45.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.8333333333331943,0.8296943231388918,0.8429423459242716
31040,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,10.9,1.1184076202728268,4,3,31040,16 Mar 19,16 Mar 19,11,Victoria,Administered by female interviewer,CATI,20.0,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Málaga,29070,Mijas,Municipalities >=10K pop.,"20,000-99,999 pop.",29651,Not at all,Everyday or almost everyday (5-7),Less (almost never),3 or 4 days (quite a lot),1 or 2 days/weekends,Less (almost never),3,Very,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 5, 6",TV,Radio,Newspapers,,Little,Very often,Doesn't have social networks,,No,No,Not very necessary,Rather positive,Hope,Descendent categories,IGUALDAD EN TODOS LOS CAMPOS,Equality in general,,,,Quite capable,Agree,Agree,Agree,Agree,Agree,Yes,1,IWD demonstration,,,,No,Yes,,No,Yes,"Yes, in two or more",4,Other issues of discrimination against women (employment),,,,Yes,6,No,5,Did not want to vote,Abstained,DK,PSOE,Have no networks,,,,Man,45.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,3,Yes,No,Yes,No,Only daughter/s,"Yes, call him/her",0.8333333333331943,0.8296943231388918,0.8429423459242716
31092,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,9.2,7.158961867586321,3,0,31092,15 Mar 19,15 Mar 19,18,Daniel,Administered by male interviewer,CATI,19.0,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Coruña (A),15073,Ribeira,Municipalities >=10K pop.,"20,000-99,999 pop.",15960,Quite,Everyday or almost everyday (5-7),Never,1 or 2 days/weekends,Less (almost never),Never,0 Completely dissatisfied,Very,Voting in elections,Quite,"Yes, very much",No interest,1,TV,,,,Quite,Not at all,Not at all,Not at all,Yes,,Quite necessary,Rather positive,Solidarity,Descendent categories,TODAS A LA CALLE UNIDAS,ALL,,,,Very capable,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Would have liked to,1,IWD demonstration,,,,No,No,,No,No,"Yes, in one",7,Pensioners and retired people,,,,Yes,5,No,5,Yes,Cs Ciudadanos,Will abstain,Will abstain,Never,,,,Woman,39.0,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,4,Yes,No,No,Yes,Only daughter/s,"Yes, call him/her",0.9047619047617536,0.8947368420996474,0.9266666666664668
31116,valid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,14.2,2.375201455995278,7,0,31116,07 Mar 19,07 Mar 19,21,Autoadministrado CAWI,Self-administered,CAWI,11.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8172,Premià de Mar,Municipalities >=10K pop.,"20,000-99,999 pop.",8330,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),0 Completely dissatisfied,Quite,Take to the strees to demonstrate,Little,"Yes, very much",Hardly,"TELEVISION, DIARIOS DIGITALES, TWITER",TV,Newspapers,Social networks,,Quite,Quite,Quite,Quite,No,No,Quite necessary,Rather positive,Indignation,Ascedent categories,IGUALDAD,Equality in general,,,,Quite capable,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,MANIFESTARME,IWD demonstration,,,,No,Yes,,No,Yes,No, ,,,,,Yes,8,No,4,Yes,Undefined OTHER,Undefined OTHER,,Every or almost every day,Yes,Yes,Yes,Woman,63.0,"10, 4,",Retired or pensioner (previously worked),"COU, BUP, Higher Baccalaurate",No partner,,,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, by SMS",0.9545454545452952,1.322751322743256,1.382978723405372
31135,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,17.0,2.2775538540346503,3,0,31135,14 Mar 19,14 Mar 19,20,Victoria,Administered by female interviewer,CATI,18.0,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36057,Vigo,Municipalities >=10K pop.,">100,000 pop.",36200,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),Everyday or almost everyday (5-7),1 or 2 days/weekends,5,Very,Voting in elections,Very capable,"Yes, quite a lot",Hardly,"1, 6",TV,Newspapers,,,Quite,Very often,Very often,Very often,No,No,Quite necessary,No feelings,,,IGUALDAD SALARIAL,Equal pay,,,,Not very capable,Agree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,5,Yes,PP,PP,,Never,,,,Man,75.0,4,Retired or pensioner (previously worked),"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,,,99,,,,,,No,0.8999999999998497,1.005952380946121,0.9973614775723444
31151,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.2,3.290817454810447,4,2,31151,14 Mar 19,14 Mar 19,21,Victoria,Administered by female interviewer,CATI,18.0,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28113,Pinto,Municipalities >=10K pop.,"20,000-99,999 pop.",28320,Very,Less (almost never),Less (almost never),Never,Never,Less (almost never),5,Quite,Voting in elections,Quite,"Yes, a little",Quite,"HUELGA EN EL COLEGIO, , , 1",Other,TV,,,Very often,Very often,Very often,Very often,No,No,Not at all necessary,Rather positive,Hope,Descendent categories,88,DK,,,,,Agree,Agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Yes,DK,DK,Will abstain,Never,,,,Woman,40.0,EMPLEADA DOMESTICA,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Only son/s,No,0.8260869565216014,0.8947368420996474,0.9266666666664668
31170,valid,queue,MEDIUM,1,MD,0,1,0,0,1,0,0,12.7,18.371804157357104,5,0,31170,07 Mar 19,07 Mar 19,21,Autoadministrado CAWI,Self-administered,CAWI,11.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Granada,18059,Chauchina,Municipalities <10K pop.,"5,000-9,999 pop.",18330,Hardly,Everyday or almost everyday (5-7),Never,Less (almost never),Less (almost never),3 or 4 days (quite a lot),5,Quite,Voting in elections,Quite,"Yes, a little",No interest,TELEVISION,TV,,,,Quite,Very often,Very often,Very often,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,88,DK,,,,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Maybe,MANIFESTACION,IWD demonstration,,,,No,Yes,,No,Yes,No, ,,,,,No,,,5,Yes,PP,PP,,Never,,,,Man,44.0,1,Working full time,"FP1, Intermediate Vocational Training",Yes,Greater participation by me,Woman,4,Yes,No,No,Yes,Only son/s,"Yes, by SMS",0.7142857142855952,0.8540145985348291,0.8429423459242716
31208,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.8,6.2329897898294595,5,0,31208,15 Mar 19,15 Mar 19,19,Victoria,Administered by female interviewer,CATI,19.0,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Ciudad Real,13042,Fuencaliente,Municipalities <10K pop.,<5k pop.,13130,Hardly,Everyday or almost everyday (5-7),Never,Never,Never,3 or 4 days (quite a lot),8,Hardly,Voting in elections,Little,"Yes, a little",A lot,1,TV,,,,Very often,Very often,Very often,Very often,No,Yes,Not at all necessary,Rather negative,Tedium,Descendent categories,0,,,,,Quite capable,Strongly agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,7,Yes,PP,PP,,Never,,,,Woman,62.0,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",1.312499999999781,1.457142857133711,1.382978723405372
31355,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,9.2,9.074327961068105,5,3,31355,15 Mar 19,15 Mar 19,18,Alejandro,Administered by male interviewer,CATI,19.0,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",EXTREMADURA,Cáceres,10126,Montánchez,Municipalities <10K pop.,<5k pop.,10170,Very,Everyday or almost everyday (5-7),Never,1 or 2 days/weekends,Never,1 or 2 days/weekends,4,Quite,Take to the strees to demonstrate,Quite,"Yes, a little",Quite,1,TV,,,,Very often,Very often,Very often,Very often,No,No,DK,Rather positive,Pride,Descendent categories,0,,,,,Very capable,Strongly agree,Disagree,Disagree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,2,Did not want to vote,Abstained,DK,VOX,Less frequently,No,No,DK,Woman,40.0,10,Unpaid domestic work,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Only daughter/s,"Yes, call him/her",0.9047619047617536,0.8947368420996474,0.9266666666664668
31377,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,7.5,7.64996972991103,4,0,31377,08 Mar 19,08 Mar 19,15,Autoadministrado CAWI,Self-administered,CAWI,12.0,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Ciudad Real,13034,Ciudad Real,Municipalities >=10K pop.,"20,000-99,999 pop.",13002,Hardly,3 or 4 days (quite a lot),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),3 or 4 days (quite a lot),7,Quite,Voting in elections,Quite,"Yes, a little",A lot,"RADIO, TV, PERIODICOS",Radio,TV,Newspapers,,Little,Quite,Quite,Quite,No,Yes,Not very necessary,Rather negative,Tedium,Descendent categories,0,,,,,Quite capable,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,"Yes, in one",EQUIPARACION SALARIAL POLICIA G.CIVIL,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,Has no sympathy whatsoever,No,9,Yes,VOX,VOX,,3-4 days a week,Yes,Yes,Yes,Man,45.0,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, by SMS",0.6666666666665553,0.8296943231388918,0.8429423459242716
31397,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,9.2,3.290817454810447,4,1,31397,16 Mar 19,16 Mar 19,11,Juana,Administered by female interviewer,CATI,20.0,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Ourense,32054,Ourense,Municipalities >=10K pop.,">100,000 pop.",32001,Very,Never,Never,Never,Never,Less (almost never),3,Very,Take to the strees to demonstrate,Very capable,"Yes, a little",Quite,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Quite necessary,No feelings,,,VIOLENCIA DE GENERO,Gender-based violence,,,,DK,Agree,Agree,Agree,Agree,Disagree,Would have liked to,88,DK,,,,No,No,,No,No,No, ,,,,,Yes,Fully sympathises,No,5,Yes,Unidos Podemos,Will abstain,Unidos Podemos,Never,,,,Man,53.0,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Woman,"2, 3",Yes,Yes,Yes,No,Only son/s,"Yes, call him/her",0.8333333333331943,0.8296943231388918,0.8429423459242716
31414,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.1,10.078726859292349,4,0,31414,16 Mar 19,16 Mar 19,17,Victoria,Administered by female interviewer,CATI,20.0,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,Ávila,5240,Sotillo de la Adrada,Municipalities <10K pop.,<5k pop.,5420,Hardly,3 or 4 days (quite a lot),3 or 4 days (quite a lot),Never,Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Quite,Take to the strees to demonstrate,Quite,"Yes, very much",No interest,"1, 2, 3",TV,Social networks,Personal conversations,,Little,Quite,Quite,Quite,Yes,,Quite necessary,Rather positive,Hope,Descendent categories,"BRECHA SALARIAL, IGUALDAD LABORAL, VISUALIZACION SALARIAL",Equal pay,Labour equality,,,Very capable,Agree,Agree,Disagree,Strongly agree,Strongly agree,Yes,6,Student strike,,,,No,No,,Yes,No,No, ,,,,,No,,,,Was not old enough to vote,Not in electoral census,,,Every or almost every day,Yes,Yes,Yes,Woman,19.0,"9, TRABAJO FINES DE SEMANA",Temporary (precarious) work,"COU, BUP, Higher Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.7857142857141546,0.9224137931758812,0.9756097560973508
31465,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.6,1.1184076202728268,4,2,31465,15 Mar 19,15 Mar 19,20,Victoria,Administered by female interviewer,CATI,19.0,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Granada,18087,Granada,Municipalities >=10K pop.,">100,000 pop.",18015,Very,3 or 4 days (quite a lot),Never,Everyday or almost everyday (5-7),Less (almost never),Never,7,Very,None are useful,Very capable,"Yes, quite a lot",Quite,"1, 5",TV,Radio,,,Very often,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Indignation,Ascedent categories,99,,,,,Not very capable,Agree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,,DK,DK,Blank/Null,Will abstain,Never,,,,Woman,62.0,10,Unpaid domestic work,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only son/s,"Yes, by SMS",1.312499999999781,1.457142857133711,1.382978723405372
31512,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.0,4.417425084244855,3,1,31512,16 Mar 19,16 Mar 19,13,Juana,Administered by female interviewer,CATI,20.0,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Girona,17023,Blanes,Municipalities >=10K pop.,"20,000-99,999 pop.",17300,Very,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,Never,3 or 4 days (quite a lot),0 Completely dissatisfied,Very,Take to the strees to demonstrate,Little,"Yes, very much",No interest,1,TV,,,,Quite,Very often,Doesn't use social networks,,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,"TODAS EN GENERAL, IGUALDAD SALARIAL",ALL,Equal pay,,,Quite capable,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Would have liked to,"8, 9",Participation in the organisation of IWD,Participation in awareness-raising activities IWD,,,Yes,,Since before,No,No,"Yes, in one",9,"Independentists (Catalonia, in favour of political prisoners)",,,,Yes,6,No,2,Did not want to vote,Abstained,Will abstain,CUP,Never,,,,Man,30.0,"6, 8,","Looking for a job, has worked before","FP1, Intermediate Vocational Training",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.999999999999833,1.000000000023978,0.9722222222220128
31586,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.3,4.989480653349396,5,0,31586,15 Mar 19,15 Mar 19,18,Alejandro,Administered by male interviewer,CATI,19.0,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Ciudad Real,13023,Bolaños de Calatrava,Municipalities >=10K pop.,"10,000-19,999 pop.",13260,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),8,Quite,Voting in elections,Quite,"Yes, quite a lot",Quite,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Not at all necessary,Rather negative,Tedium,Descendent categories,88,DK,,,,,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Yes,PP,PP,,Less frequently,Yes,No,No,Man,73.0,4,Retired or pensioner (previously worked),"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",0.8999999999998497,1.005952380946121,0.9973614775723444
