ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,DUR,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
30748,15 Mar 19,15 Mar 19,12,Daniel,Administered by male interviewer,CATI,9.6,19,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28022,Boadilla del Monte,Municipalities >=10K pop.,"20,000-99,999 pop.",28660,Hardly,1 or 2 days/weekends,Less (almost never),Everyday or almost everyday (5-7),Never,3 or 4 days (quite a lot),8,Hardly,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 5",TV,Radio,,,Little,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Descendent categories,IGUALDAD DE OPORTUNIDADES,Social equality,Labour equality,,,Very capable,Disagree,Agree,Agree,Strongly agree,Agree,Would have liked to,1,IWD demonstration,,,,No,Yes,,No,No,No, ,,,,,Yes,9,No,5,Yes,Cs Ciudadanos,Cs Ciudadanos,,Never,,,,Man,53,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Only son/s,"Yes, call him/her",.9523809523807933,.8296943231388918,.8429423459242716
30809,08 Mar 19,08 Mar 19,14,Autoadministrado CAWI,Self-administered,CAWI,9.800000000000001,12,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",MURCIA,Murcia,30022,Jumilla,Municipalities >=10K pop.,"20,000-99,999 pop.",30520,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,3 or 4 days (quite a lot),1 or 2 days/weekends,6,Quite,Take to the strees to demonstrate,Quite,"Yes, quite a lot",A lot,"TELEVISION, INTERNET, RADIO",TV,Undefined internet,Radio,,Quite,Very often,Very often,Very often,No,No,Not very necessary,Rather positive,Indignation,Ascedent categories,"SALARIO, OPORTUNIDADES DE EMPLEO PRECARIAS",Equal pay,Labour equality,,,Quite capable,Disagree,Strongly agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,5,Yes,Cs Ciudadanos,Cs Ciudadanos,,Less frequently,No,Yes,No,Woman,29,6,"Looking for a job, has worked before","University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, by SMS",.999999999999833,.9224137931758812,.9756097560973507
30858,07 Mar 19,07 Mar 19,21,Autoadministrado CAWI,Self-administered,CAWI,16.6,11,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8222,Sant Llorenç d'Hortons,Municipalities <10K pop.,<5k pop.,08791,Hardly,Less (almost never),Less (almost never),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),2,Very,Voting in elections,Quite,"Yes, very much",No interest,"COMPAÑEROS, AMIGOS, DIARIO, SINDICATO DE ESTUDIANTES",Personal conversations,Newspapers,Collectives or associations,,Not at all,Quite,Quite,Not at all,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,"IGUALDAD ENTRE MUJERES Y HOMBRES, MAS REGULACION CONTRA VIOLADORES, LEY QUE SEA MAS ESTRICTA Y PRECISA, QUE CONDENE TODOS LOS TIPOS DE ABUSO SEXUAL.",Gender equality,Gender crimes,,,Very capable,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,"HACER HUELGA, IR A UNA MANIFESTACION",Work strike,IWD demonstration,,,Yes,,Since approx. one year ago (since 2018 IWD),Yes,Yes,"Yes, in two or more","INDEPENDENCIA , MEDIO AMBIENTE, CONTRA LA VIOLENCIA DE GENERO","Independentists (Catalonia, in favour of political prisoners)","Other issues not linked to gender inequality (labour, neighbourhood)",25th Novemeber (sexual violence),,Yes,8,No,2,Was not old enough to vote,Not in electoral census,Unidos Podemos,,3-4 days a week,Yes,No,Yes,Woman,18,9,Student,"COU, BUP, Higher Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, by SMS",.6874999999998852,1.023076923075037,.9756097560973507
30894,15 Mar 19,15 Mar 19,13,Alejandro,Administered by male interviewer,CATI,11,19,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",BALEARES,Balears (Illes),7062,Son Servera,Municipalities >=10K pop.,"10,000-19,999 pop.",07559,Not at all,Less (almost never),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),0 Completely dissatisfied,Not at all,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 5, 6",TV,Radio,Newspapers,,Little,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,TODAS EN GENERAL,ALL,,,,Quite capable,Neither agree nor disagree,Neither agree nor disagree,DK,DK,Strongly disagree,No, ,,,,,No,No,,No,No,"Yes, in one",MANIFESTACIONES POR LA EDUCACION PUBLICA Y EN EL TEMA DEL LENGUAJE COOFICIAL EN BALEARES,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,8,No,Extreme left,Yes,NA,DK,Will abstain,3-4 days a week,Yes,No,No,Woman,40,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",.9047619047617537,.8947368420996474,.9266666666664669
30908,15 Mar 19,15 Mar 19,16,Eva,Administered by female interviewer,CATI,9,19,March 8th or after,"Noreste (País Vasco, Navarra, Aragón)",ARAGON,Zaragoza,50297,Zaragoza,Municipalities >=10K pop.,">100,000 pop.",50013,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 6",TV,Newspapers,,,Little,Little,Very often,Very often,No,No,Quite necessary,Rather positive,Solidarity,Descendent categories,IGUALDAD DE DERECHOS,Equal rights,,,,Quite capable,Agree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,8,No,2,Yes,Unidos Podemos,DK,DK,Never,,,,Man,57,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,Greater participation by me,Woman,3,Yes,No,Yes,No,Only daughter/s,"Yes, by SMS",.8999999999998497,1.005952380946121,.9973614775723444
30920,16 Mar 19,16 Mar 19,18,Luna,Administered by female interviewer,CATI,14.5,20,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Lleida,25016,Alguaire,Municipalities <10K pop.,<5k pop.,25125,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),9,Quite,Voting in elections,Very capable,"Yes, quite a lot",No interest,"1, 5, 6",TV,Radio,Newspapers,,Little,Very often,Quite,Very often,No,No,Very necessary,Rather positive,Pride,Descendent categories,"IGUALDAD SALARIAL, IGUALDAD EN TODOS LOS ASPECTOS",Equal pay,Equality in general,,,Very capable,Disagree,Agree,Agree,Strongly agree,Agree,Would have liked to,88,DK,,,,No,Yes,,No,Yes,No, ,,,,,Yes,2,No,5,Did not want to vote,Abstained,DK,DK,Less frequently,Yes,No,No,Woman,72,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",1.312499999999781,1.457142857133711,1.382978723405372
30955,15 Mar 19,15 Mar 19,12,Alejandro,Administered by male interviewer,CATI,7.5,19,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Coruña (A),15001,Abegondo,Municipalities <10K pop.,"5,000-9,999 pop.",15318,Very,Everyday or almost everyday (5-7),Never,Never,Never,Never,0 Completely dissatisfied,Very,None are useful,Very capable,"Yes, quite a lot",Quite,"1, 2",TV,Social networks,,,Quite,Very often,Very often,Very often,No,No,Not very necessary,Rather positive,Solidarity,Descendent categories,88,DK,,,,,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Would have liked to,"1, 8",IWD demonstration,Participation in the organisation of IWD,,,No,Yes,,No,No,No, ,,,,,No,,,DK,Yes,NA,NA,NA,Never,,,,Woman,44,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Man,3,Yes,No,Yes,No,Only son/s,"Yes, call him/her",.9047619047617537,.8947368420996474,.9266666666664669
30959,08 Mar 19,08 Mar 19,14,Autoadministrado CAWI,Self-administered,CAWI,8.300000000000001,12,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8113,Manresa,Municipalities >=10K pop.,"20,000-99,999 pop.",08242,Quite,3 or 4 days (quite a lot),1 or 2 days/weekends,Never,3 or 4 days (quite a lot),Less (almost never),3,Quite,Take to the strees to demonstrate,Quite,"Yes, quite a lot",Hardly,"TELECINCO, TV3",TV,,,,Quite,Quite,Not at all,Very often,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,99,NA,,,,Not very capable,Agree,Disagree,Strongly agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Was not old enough to vote,Not in electoral census,PDeCAT,,Never,,,,Man,18,9,Student,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,1,No,No,No,No,,No,.8461538461537048,1.000000000023978,.9722222222220128
30960,16 Mar 19,16 Mar 19,12,Raúl,Administered by male interviewer,CATI,12.3,20,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8096,Granollers,Municipalities >=10K pop.,"20,000-99,999 pop.",08400,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Never,Never,Everyday or almost everyday (5-7),3,Very,Take to the strees to demonstrate,Very capable,"Yes, very much",No interest,"1, 6",TV,Newspapers,,,Quite,Very often,Very often,Very often,No,No,Very necessary,Rather positive,Indignation,Descendent categories,88,DK,,,,,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,No, ,,,,,No,Yes,,Yes,Yes,No, ,,,,,No,,,5,Yes,Blank/Null,Blank/Null,Will abstain,Never,,,,Woman,44,8,Unemployed,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,4,Yes,No,No,Yes,NA,No,.8636363636362194,.8947368420996474,.9266666666664669
31021,07 Mar 19,07 Mar 19,23,Autoadministrado CAWI,Self-administered,CAWI,10.2,11,Before March 8th,"Noreste (País Vasco, Navarra, Aragón)",PAIS VASCO,Guipuzcoa,20071,Tolosa,Municipalities >=10K pop.,"10,000-19,999 pop.",20400,Very,1 or 2 days/weekends,Less (almost never),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,1,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,"TV, RADIO, INTERNET",TV,Radio,Undefined internet,,Little,Little,Very often,Quite,Yes,,Quite necessary,Rather positive,Solidarity,Ascedent categories,"IGUALDAD, LABORAL",Equality in general,Labour equality,,,Quite capable,Disagree,Agree,Agree,Agree,Agree,Yes,"MANIFESTACIONES, HUELGA, COMIDA",IWD demonstration,Work strike,Celebrar el día,,No,No,,Yes,Yes,No, ,,,,,Yes,3,No,4,"No, because he/she couldn't",Abstained,Blank/Null,Will abstain,Never,,,,Woman,51,INCAPACIDAD,Other situation,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, by SMS",.8636363636362192,.9543568464670731,.9266666666664669
31027,15 Mar 19,15 Mar 19,13,Alejandro,Administered by male interviewer,CATI,8.1,19,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41041,Estepa,Municipalities >=10K pop.,"10,000-19,999 pop.",41560,Very,Never,Never,Never,Never,Less (almost never),5,Quite,Voting in elections,Quite,"Yes, a little",Quite,"1, 2",TV,Social networks,,,Quite,Very often,Very often,Quite,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,VIOLENCIA DE GENERO,Gender-based violence,,,,Very capable,Agree,Agree,Agree,Agree,Agree,Would have liked to,1,IWD demonstration,,,,No,No,,No,No,No, ,,,,,Yes,6,No,5,DK,DK,Blank/Null,PSOE,Never,,,,Woman,27,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, call him/her",.9166666666665135,.9224137931758812,.9756097560973507
31033,16 Mar 19,16 Mar 19,12,Raúl,Administered by male interviewer,CATI,7.7,20,March 8th or after,"Noreste (País Vasco, Navarra, Aragón)",NAVARRA,Navarra,31097,Estella-Lizarra,Municipalities >=10K pop.,"10,000-19,999 pop.",31200,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),6,Quite,Voting in elections,Little,"Yes, quite a lot",Hardly,"1, 5, 6",TV,Radio,Newspapers,,Not at all,Quite,Not at all,Not at all,No,No,Quite necessary,No feelings,,,IGUALDAD LABORAL Y DE SALARIO,Labour equality,Equal pay,,,Quite capable,Disagree,Agree,Disagree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,4,No,4,Yes,PSOE,PSOE,,1-2 days a week/weekends,DK,Yes,Yes,Man,45,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, call him/her",.8333333333331943,.8296943231388918,.8429423459242716
31040,16 Mar 19,16 Mar 19,11,Victoria,Administered by female interviewer,CATI,10.9,20,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Málaga,29070,Mijas,Municipalities >=10K pop.,"20,000-99,999 pop.",29651,Not at all,Everyday or almost everyday (5-7),Less (almost never),3 or 4 days (quite a lot),1 or 2 days/weekends,Less (almost never),3,Very,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 5, 6",TV,Radio,Newspapers,,Little,Very often,Doesn't have social networks,,No,No,Not very necessary,Rather positive,Hope,Descendent categories,IGUALDAD EN TODOS LOS CAMPOS,Equality in general,,,,Quite capable,Agree,Agree,Agree,Agree,Agree,Yes,1,IWD demonstration,,,,No,Yes,,No,Yes,"Yes, in two or more",4,Other issues of discrimination against women (employment),,,,Yes,6,No,5,Did not want to vote,Abstained,DK,PSOE,Have no networks,,,,Man,45,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,3,Yes,No,Yes,No,Only daughter/s,"Yes, call him/her",.8333333333331943,.8296943231388918,.8429423459242716
31092,15 Mar 19,15 Mar 19,18,Daniel,Administered by male interviewer,CATI,9.199999999999999,19,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Coruña (A),15073,Ribeira,Municipalities >=10K pop.,"20,000-99,999 pop.",15960,Quite,Everyday or almost everyday (5-7),Never,1 or 2 days/weekends,Less (almost never),Never,0 Completely dissatisfied,Very,Voting in elections,Quite,"Yes, very much",No interest,1,TV,,,,Quite,Not at all,Not at all,Not at all,Yes,,Quite necessary,Rather positive,Solidarity,Descendent categories,TODAS A LA CALLE UNIDAS,ALL,,,,Very capable,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Would have liked to,1,IWD demonstration,,,,No,No,,No,No,"Yes, in one",7,Pensioners and retired people,,,,Yes,5,No,5,Yes,Cs Ciudadanos,Will abstain,Will abstain,Never,,,,Woman,39,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,4,Yes,No,No,Yes,Only daughter/s,"Yes, call him/her",.9047619047617537,.8947368420996474,.9266666666664669
31116,07 Mar 19,07 Mar 19,21,Autoadministrado CAWI,Self-administered,CAWI,14.2,11,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8172,Premià de Mar,Municipalities >=10K pop.,"20,000-99,999 pop.",08330,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),0 Completely dissatisfied,Quite,Take to the strees to demonstrate,Little,"Yes, very much",Hardly,"TELEVISION, DIARIOS DIGITALES, TWITER",TV,Newspapers,Social networks,,Quite,Quite,Quite,Quite,No,No,Quite necessary,Rather positive,Indignation,Ascedent categories,IGUALDAD,Equality in general,,,,Quite capable,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,MANIFESTARME,IWD demonstration,,,,No,Yes,,No,Yes,No, ,,,,,Yes,8,No,4,Yes,Undefined OTHER,Undefined OTHER,,Every or almost every day,Yes,Yes,Yes,Woman,63,"10, 4,",Retired or pensioner (previously worked),"COU, BUP, Higher Baccalaurate",No partner,,,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, by SMS",.9545454545452952,1.322751322743256,1.382978723405372
31135,14 Mar 19,14 Mar 19,20,Victoria,Administered by female interviewer,CATI,17,18,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36057,Vigo,Municipalities >=10K pop.,">100,000 pop.",36200,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),Everyday or almost everyday (5-7),1 or 2 days/weekends,5,Very,Voting in elections,Very capable,"Yes, quite a lot",Hardly,"1, 6",TV,Newspapers,,,Quite,Very often,Very often,Very often,No,No,Quite necessary,No feelings,,,IGUALDAD SALARIAL,Equal pay,,,,Not very capable,Agree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,5,Yes,PP,PP,,Never,,,,Man,75,4,Retired or pensioner (previously worked),"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,NA,NA,99,NA,NA,NA,NA,NA,No,.8999999999998497,1.005952380946121,.9973614775723444
31151,14 Mar 19,14 Mar 19,21,Victoria,Administered by female interviewer,CATI,11.2,18,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28113,Pinto,Municipalities >=10K pop.,"20,000-99,999 pop.",28320,Very,Less (almost never),Less (almost never),Never,Never,Less (almost never),5,Quite,Voting in elections,Quite,"Yes, a little",Quite,"HUELGA EN EL COLEGIO, , , 1",Other,TV,,,Very often,Very often,Very often,Very often,No,No,Not at all necessary,Rather positive,Hope,Descendent categories,88,DK,,,,,Agree,Agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Yes,DK,DK,Will abstain,Never,,,,Woman,40,EMPLEADA DOMESTICA,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Only son/s,No,.8260869565216014,.8947368420996474,.9266666666664669
31170,07 Mar 19,07 Mar 19,21,Autoadministrado CAWI,Self-administered,CAWI,12.7,11,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Granada,18059,Chauchina,Municipalities <10K pop.,"5,000-9,999 pop.",18330,Hardly,Everyday or almost everyday (5-7),Never,Less (almost never),Less (almost never),3 or 4 days (quite a lot),5,Quite,Voting in elections,Quite,"Yes, a little",No interest,TELEVISION,TV,,,,Quite,Very often,Very often,Very often,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,88,DK,,,,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Maybe,MANIFESTACION,IWD demonstration,,,,No,Yes,,No,Yes,No, ,,,,,No,,,5,Yes,PP,PP,,Never,,,,Man,44,1,Working full time,"FP1, Intermediate Vocational Training",Yes,Greater participation by me,Woman,4,Yes,No,No,Yes,Only son/s,"Yes, by SMS",.7142857142855952,.8540145985348291,.8429423459242716
31208,15 Mar 19,15 Mar 19,19,Victoria,Administered by female interviewer,CATI,12.8,19,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Ciudad Real,13042,Fuencaliente,Municipalities <10K pop.,<5k pop.,13130,Hardly,Everyday or almost everyday (5-7),Never,Never,Never,3 or 4 days (quite a lot),8,Hardly,Voting in elections,Little,"Yes, a little",A lot,1,TV,,,,Very often,Very often,Very often,Very often,No,Yes,Not at all necessary,Rather negative,Tedium,Descendent categories,0,None,,,,Quite capable,Strongly agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,7,Yes,PP,PP,,Never,,,,Woman,62,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",1.312499999999781,1.457142857133711,1.382978723405372
31355,15 Mar 19,15 Mar 19,18,Alejandro,Administered by male interviewer,CATI,9.199999999999999,19,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",EXTREMADURA,Cáceres,10126,Montánchez,Municipalities <10K pop.,<5k pop.,10170,Very,Everyday or almost everyday (5-7),Never,1 or 2 days/weekends,Never,1 or 2 days/weekends,4,Quite,Take to the strees to demonstrate,Quite,"Yes, a little",Quite,1,TV,,,,Very often,Very often,Very often,Very often,No,No,DK,Rather positive,Pride,Descendent categories,0,None,,,,Very capable,Strongly agree,Disagree,Disagree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,2,Did not want to vote,Abstained,DK,VOX,Less frequently,No,No,DK,Woman,40,10,Unpaid domestic work,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Only daughter/s,"Yes, call him/her",.9047619047617537,.8947368420996474,.9266666666664669
31377,08 Mar 19,08 Mar 19,15,Autoadministrado CAWI,Self-administered,CAWI,7.5,12,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Ciudad Real,13034,Ciudad Real,Municipalities >=10K pop.,"20,000-99,999 pop.",13002,Hardly,3 or 4 days (quite a lot),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),3 or 4 days (quite a lot),7,Quite,Voting in elections,Quite,"Yes, a little",A lot,"RADIO, TV, PERIODICOS",Radio,TV,Newspapers,,Little,Quite,Quite,Quite,No,Yes,Not very necessary,Rather negative,Tedium,Descendent categories,0,None,,,,Quite capable,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,"Yes, in one",EQUIPARACION SALARIAL POLICIA G.CIVIL,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,Has no sympathy whatsoever,No,9,Yes,VOX,VOX,,3-4 days a week,Yes,Yes,Yes,Man,45,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, by SMS",.6666666666665553,.8296943231388918,.8429423459242716
31397,16 Mar 19,16 Mar 19,11,Juana,Administered by female interviewer,CATI,9.199999999999999,20,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Ourense,32054,Ourense,Municipalities >=10K pop.,">100,000 pop.",32001,Very,Never,Never,Never,Never,Less (almost never),3,Very,Take to the strees to demonstrate,Very capable,"Yes, a little",Quite,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Quite necessary,No feelings,,,VIOLENCIA DE GENERO,Gender-based violence,,,,DK,Agree,Agree,Agree,Agree,Disagree,Would have liked to,88,DK,,,,No,No,,No,No,No, ,,,,,Yes,Fully sympathises,No,5,Yes,Unidos Podemos,Will abstain,Unidos Podemos,Never,,,,Man,53,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Woman,"2, 3",Yes,Yes,Yes,No,Only son/s,"Yes, call him/her",.8333333333331943,.8296943231388918,.8429423459242716
31414,16 Mar 19,16 Mar 19,17,Victoria,Administered by female interviewer,CATI,14.1,20,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,Ávila,5240,Sotillo de la Adrada,Municipalities <10K pop.,<5k pop.,05420,Hardly,3 or 4 days (quite a lot),3 or 4 days (quite a lot),Never,Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Quite,Take to the strees to demonstrate,Quite,"Yes, very much",No interest,"1, 2, 3",TV,Social networks,Personal conversations,,Little,Quite,Quite,Quite,Yes,,Quite necessary,Rather positive,Hope,Descendent categories,"BRECHA SALARIAL, IGUALDAD LABORAL, VISUALIZACION SALARIAL",Equal pay,Labour equality,,,Very capable,Agree,Agree,Disagree,Strongly agree,Strongly agree,Yes,6,Student strike,,,,No,No,,Yes,No,No, ,,,,,No,,,NA,Was not old enough to vote,Not in electoral census,NA,NA,Every or almost every day,Yes,Yes,Yes,Woman,19,"9, TRABAJO FINES DE SEMANA",Temporary (precarious) work,"COU, BUP, Higher Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",.7857142857141546,.9224137931758812,.9756097560973507
31465,15 Mar 19,15 Mar 19,20,Victoria,Administered by female interviewer,CATI,11.6,19,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Granada,18087,Granada,Municipalities >=10K pop.,">100,000 pop.",18015,Very,3 or 4 days (quite a lot),Never,Everyday or almost everyday (5-7),Less (almost never),Never,7,Very,None are useful,Very capable,"Yes, quite a lot",Quite,"1, 5",TV,Radio,,,Very often,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Indignation,Ascedent categories,99,NA,,,,Not very capable,Agree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,NA,DK,DK,Blank/Null,Will abstain,Never,,,,Woman,62,10,Unpaid domestic work,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only son/s,"Yes, by SMS",1.312499999999781,1.457142857133711,1.382978723405372
31512,16 Mar 19,16 Mar 19,13,Juana,Administered by female interviewer,CATI,12,20,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Girona,17023,Blanes,Municipalities >=10K pop.,"20,000-99,999 pop.",17300,Very,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,Never,3 or 4 days (quite a lot),0 Completely dissatisfied,Very,Take to the strees to demonstrate,Little,"Yes, very much",No interest,1,TV,,,,Quite,Very often,Doesn't use social networks,,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,"TODAS EN GENERAL, IGUALDAD SALARIAL",ALL,Equal pay,,,Quite capable,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Would have liked to,"8, 9",Participation in the organisation of IWD,Participation in awareness-raising activities IWD,,,Yes,,Since before,No,No,"Yes, in one",9,"Independentists (Catalonia, in favour of political prisoners)",,,,Yes,6,No,2,Did not want to vote,Abstained,Will abstain,CUP,Never,,,,Man,30,"6, 8,","Looking for a job, has worked before","FP1, Intermediate Vocational Training",No partner,,,1,No,No,No,No,,"Yes, call him/her",.999999999999833,1.000000000023978,.9722222222220128
